"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663222368862";"00:00:00.007";"49327488";"2765.0";"49";"60";"90";"AUTOMATIC"
"1663222369862";"00:00:01.007";"29701968";"2748.0";"49";"60";"90";"AUTOMATIC"
"1663222370863";"00:00:02.008";"41292224";"2759.0";"49";"60";"90";"AUTOMATIC"
"1663222371863";"00:00:03.008";"25516520";"2744.0";"49";"60";"90";"AUTOMATIC"
"1663222372864";"00:00:04.009";"37173096";"2755.0";"49";"60";"90";"AUTOMATIC"
"1663222373865";"00:00:05.010";"48729656";"2766.0";"49";"93";"90";"AUTOMATIC"
"1663222374867";"00:00:06.012";"34411336";"2753.0";"49";"18";"90";"AUTOMATIC"
"1663222375868";"00:00:07.013";"43938808";"2762.0";"49";"60";"90";"AUTOMATIC"
"1663222376869";"00:00:08.014";"30514216";"2750.0";"49";"60";"90";"AUTOMATIC"
"1663222377869";"00:00:09.014";"42304072";"2761.0";"49";"60";"90";"AUTOMATIC"
"1663222378870";"00:00:10.015";"29417312";"2750.0";"49";"60";"90";"AUTOMATIC"
"1663222379871";"00:00:11.016";"41240176";"2760.0";"49";"60";"90";"AUTOMATIC"
"1663222380879";"00:00:12.024";"27204912";"2748.0";"49";"51";"90";"AUTOMATIC"
"1663222381873";"00:00:13.018";"38308992";"2758.0";"49";"60";"90";"AUTOMATIC"
"1663222382874";"00:00:14.019";"24812344";"2746.0";"49";"60";"90";"AUTOMATIC"
"1663222383874";"00:00:15.019";"36535352";"2757.0";"49";"60";"90";"AUTOMATIC"
"1663222384875";"00:00:16.020";"48141624";"2768.0";"49";"100";"90";"AUTOMATIC"
"1663222385877";"00:00:17.022";"35635696";"2756.0";"49";"60";"90";"AUTOMATIC"
"1663222386877";"00:00:18.022";"47370608";"2767.0";"49";"60";"90";"AUTOMATIC"
"1663222387878";"00:00:19.023";"29939264";"2751.0";"49";"60";"90";"AUTOMATIC"
"1663222388879";"00:00:20.024";"41662624";"2762.0";"49";"60";"90";"AUTOMATIC"
"1663222389879";"00:00:21.024";"27283864";"2748.0";"49";"60";"90";"AUTOMATIC"
"1663222390880";"00:00:22.025";"38990520";"2759.0";"49";"60";"90";"AUTOMATIC"
"1663222391881";"00:00:23.026";"26438368";"2747.0";"49";"60";"90";"AUTOMATIC"
"1663222392882";"00:00:24.027";"38243856";"2759.0";"49";"39";"90";"AUTOMATIC"
"1663222393883";"00:00:25.028";"48779296";"2768.0";"49";"60";"90";"AUTOMATIC"
"1663222394884";"00:00:26.029";"33365456";"2754.0";"49";"60";"90";"AUTOMATIC"
"1663222395884";"00:00:27.029";"45105120";"2765.0";"49";"60";"90";"AUTOMATIC"
"1663222396885";"00:00:28.030";"30099128";"2751.0";"49";"60";"90";"AUTOMATIC"
"1663222397886";"00:00:29.031";"41822488";"2762.0";"49";"60";"90";"AUTOMATIC"
"1663222398887";"00:00:30.032";"24786440";"2747.0";"49";"18";"90";"AUTOMATIC"
"1663222399888";"00:00:31.033";"35760136";"2757.0";"49";"60";"90";"AUTOMATIC"
"1663222400889";"00:00:32.034";"47483416";"2768.0";"49";"60";"90";"AUTOMATIC"
"1663222401891";"00:00:33.036";"33644256";"2755.0";"49";"60";"90";"AUTOMATIC"
"1663222402892";"00:00:34.037";"45417168";"2766.0";"49";"60";"90";"AUTOMATIC"
"1663222403893";"00:00:35.038";"32376896";"2754.0";"49";"60";"90";"AUTOMATIC"
"1663222404894";"00:00:36.039";"41870448";"2762.0";"49";"55";"90";"AUTOMATIC"
"1663222405894";"00:00:37.039";"28073888";"2750.0";"49";"60";"90";"AUTOMATIC"
"1663222406895";"00:00:38.040";"39747104";"2760.0";"49";"60";"90";"AUTOMATIC"
"1663222407896";"00:00:39.041";"26731296";"2748.0";"49";"60";"90";"AUTOMATIC"
"1663222408897";"00:00:40.042";"38371168";"2759.0";"49";"60";"90";"AUTOMATIC"
"1663222409898";"00:00:41.043";"50027760";"2770.0";"49";"60";"90";"AUTOMATIC"
"1663222410909";"00:00:42.054";"32251800";"2754.0";"49";"60";"90";"AUTOMATIC"
"1663222411900";"00:00:43.045";"43525944";"2764.0";"49";"60";"90";"AUTOMATIC"
"1663222412900";"00:00:44.045";"29240640";"2751.0";"49";"60";"90";"AUTOMATIC"
"1663222413901";"00:00:45.046";"40880848";"2762.0";"49";"60";"90";"AUTOMATIC"
"1663222414902";"00:00:46.047";"52287264";"2773.0";"49";"100";"90";"AUTOMATIC"
"1663222415902";"00:00:47.047";"37007168";"2758.0";"49";"60";"90";"AUTOMATIC"
"1663222416905";"00:00:48.050";"46551040";"2767.0";"49";"18";"90";"AUTOMATIC"
"1663222417906";"00:00:49.051";"30155040";"2753.0";"49";"60";"90";"AUTOMATIC"
"1663222418907";"00:00:50.052";"41944096";"2763.0";"49";"60";"90";"AUTOMATIC"
"1663222419908";"00:00:51.053";"27418904";"2750.0";"49";"60";"90";"AUTOMATIC"
"1663222420909";"00:00:52.054";"39174952";"2761.0";"49";"60";"90";"AUTOMATIC"
"1663222421910";"00:00:53.055";"26448672";"2749.0";"49";"60";"90";"AUTOMATIC"
"1663222422911";"00:00:54.056";"38387008";"2759.0";"49";"60";"90";"AUTOMATIC"
"1663222423911";"00:00:55.056";"49933792";"2770.0";"49";"60";"90";"AUTOMATIC"
"1663222424912";"00:00:56.057";"34673064";"2756.0";"49";"60";"89";"AUTOMATIC"
"1663222425913";"00:00:57.058";"46429224";"2767.0";"49";"60";"89";"AUTOMATIC"
"1663222426914";"00:00:58.059";"32296104";"2754.0";"49";"60";"89";"AUTOMATIC"
"1663222427915";"00:00:59.060";"44052232";"2765.0";"49";"60";"89";"AUTOMATIC"
"1663222428917";"00:01:00.062";"28768976";"2751.0";"49";"60";"89";"AUTOMATIC"
"1663222429917";"00:01:01.062";"40441952";"2762.0";"49";"60";"89";"AUTOMATIC"
"1663222430918";"00:01:02.063";"26181456";"2749.0";"49";"60";"89";"AUTOMATIC"
"1663222431919";"00:01:03.064";"37854464";"2759.0";"49";"60";"89";"AUTOMATIC"
"1663222432919";"00:01:04.064";"49577776";"2770.0";"49";"60";"89";"AUTOMATIC"
"1663222433920";"00:01:05.065";"34162000";"2755.0";"49";"60";"89";"AUTOMATIC"
"1663222434921";"00:01:06.066";"43572320";"2766.0";"49";"100";"89";"AUTOMATIC"
"1663222435921";"00:01:07.066";"28023632";"2750.0";"49";"60";"89";"AUTOMATIC"
"1663222436922";"00:01:08.067";"39829392";"2761.0";"49";"60";"89";"AUTOMATIC"
"1663222437923";"00:01:09.068";"51468912";"2772.0";"49";"100";"89";"AUTOMATIC"
"1663222438924";"00:01:10.069";"36341096";"2757.0";"49";"60";"89";"AUTOMATIC"
"1663222439924";"00:01:11.069";"48130632";"2768.0";"49";"60";"89";"AUTOMATIC"
"1663222440925";"00:01:12.070";"30690432";"2753.0";"49";"60";"89";"AUTOMATIC"
"1663222441926";"00:01:13.071";"42280640";"2764.0";"49";"60";"89";"AUTOMATIC"
"1663222442927";"00:01:14.072";"27485416";"2750.0";"49";"60";"89";"AUTOMATIC"
"1663222443927";"00:01:15.072";"39258040";"2761.0";"49";"60";"89";"AUTOMATIC"
"1663222444928";"00:01:16.073";"26332128";"2750.0";"49";"60";"89";"AUTOMATIC"
"1663222445929";"00:01:17.074";"38105152";"2761.0";"49";"60";"89";"AUTOMATIC"
"1663222446929";"00:01:18.074";"48425216";"2770.0";"49";"60";"89";"AUTOMATIC"
"1663222447930";"00:01:19.075";"32966000";"2756.0";"49";"60";"89";"AUTOMATIC"
"1663222448931";"00:01:20.076";"44721808";"2767.0";"49";"60";"89";"AUTOMATIC"
"1663222449932";"00:01:21.077";"30027184";"2754.0";"49";"60";"89";"AUTOMATIC"
"1663222450932";"00:01:22.077";"41750416";"2765.0";"49";"60";"89";"AUTOMATIC"
"1663222451933";"00:01:23.078";"28493184";"2767.0";"49";"72";"89";"AUTOMATIC"
"1663222452934";"00:01:24.079";"37089712";"2824.0";"50";"100";"89";"AUTOMATIC"
