"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663225576330";"00:00:00.007";"33925424";"2717.0";"48";"88";"86";"AUTOMATIC"
"1663225577330";"00:00:01.007";"41894896";"2725.0";"48";"60";"86";"AUTOMATIC"
"1663225578330";"00:00:02.007";"53616304";"2736.0";"48";"60";"86";"AUTOMATIC"
"1663225579331";"00:00:03.008";"34890176";"2718.0";"48";"60";"86";"AUTOMATIC"
"1663225580333";"00:00:04.010";"46687936";"2729.0";"48";"60";"86";"AUTOMATIC"
"1663225581333";"00:00:05.010";"29676000";"2713.0";"48";"60";"86";"AUTOMATIC"
"1663225582336";"00:00:06.013";"40198400";"2724.0";"48";"18";"86";"AUTOMATIC"
"1663225583341";"00:00:07.018";"23837840";"2710.0";"48";"100";"86";"AUTOMATIC"
"1663225584342";"00:00:08.019";"35645120";"2720.0";"48";"60";"86";"AUTOMATIC"
"1663225585343";"00:00:09.020";"47370928";"2731.0";"48";"60";"86";"AUTOMATIC"
"1663225586344";"00:00:10.021";"34698952";"2719.0";"48";"60";"86";"AUTOMATIC"
"1663225587344";"00:00:11.021";"46523384";"2731.0";"48";"60";"86";"AUTOMATIC"
"1663225588345";"00:00:12.022";"30048088";"2714.0";"48";"60";"86";"AUTOMATIC"
"1663225589345";"00:00:13.022";"40246248";"2724.0";"48";"60";"86";"AUTOMATIC"
"1663225590346";"00:00:14.023";"26259320";"2711.0";"48";"60";"86";"AUTOMATIC"
"1663225591347";"00:00:15.024";"38050264";"2722.0";"48";"60";"86";"AUTOMATIC"
"1663225592348";"00:00:16.025";"49788120";"2734.0";"48";"60";"86";"AUTOMATIC"
"1663225593348";"00:00:17.025";"34244816";"2719.0";"48";"60";"86";"AUTOMATIC"
"1663225594349";"00:00:18.026";"45580720";"2730.0";"48";"39";"86";"AUTOMATIC"
"1663225595350";"00:00:19.027";"26920632";"2712.0";"48";"60";"86";"AUTOMATIC"
"1663225596351";"00:00:20.028";"38744920";"2723.0";"48";"60";"86";"AUTOMATIC"
"1663225597351";"00:00:21.028";"25627152";"2711.0";"48";"60";"86";"AUTOMATIC"
"1663225598353";"00:00:22.030";"37399056";"2722.0";"48";"60";"86";"AUTOMATIC"
"1663225599353";"00:00:23.030";"25640768";"2711.0";"48";"60";"86";"AUTOMATIC"
"1663225600356";"00:00:24.033";"35679616";"2721.0";"48";"18";"86";"AUTOMATIC"
"1663225601356";"00:00:25.033";"45322592";"2730.0";"48";"60";"86";"AUTOMATIC"
"1663225602357";"00:00:26.034";"32635472";"2718.0";"48";"60";"86";"AUTOMATIC"
"1663225603358";"00:00:27.035";"44433152";"2729.0";"48";"60";"86";"AUTOMATIC"
"1663225604359";"00:00:28.036";"28788080";"2714.0";"48";"60";"86";"AUTOMATIC"
"1663225605359";"00:00:29.036";"40569840";"2726.0";"48";"60";"86";"AUTOMATIC"
"1663225606361";"00:00:30.038";"24142208";"2712.0";"48";"18";"86";"AUTOMATIC"
"1663225607362";"00:00:31.039";"33415552";"2719.0";"48";"60";"86";"AUTOMATIC"
"1663225608362";"00:00:32.039";"45198624";"2730.0";"48";"60";"86";"AUTOMATIC"
"1663225609363";"00:00:33.040";"32139136";"2718.0";"48";"60";"86";"AUTOMATIC"
"1663225610364";"00:00:34.041";"43978752";"2729.0";"48";"60";"86";"AUTOMATIC"
"1663225611365";"00:00:35.042";"28383496";"2715.0";"48";"60";"86";"AUTOMATIC"
"1663225612366";"00:00:36.043";"39494632";"2726.0";"48";"48";"86";"AUTOMATIC"
"1663225613366";"00:00:37.043";"50500520";"2735.0";"48";"60";"86";"AUTOMATIC"
"1663225614367";"00:00:38.044";"35087376";"2721.0";"48";"60";"86";"AUTOMATIC"
"1663225615367";"00:00:39.044";"46751424";"2733.0";"48";"60";"86";"AUTOMATIC"
"1663225616369";"00:00:40.046";"33980824";"2720.0";"48";"60";"86";"AUTOMATIC"
"1663225617369";"00:00:41.046";"45735528";"2731.0";"48";"60";"86";"AUTOMATIC"
"1663225618374";"00:00:42.051";"30923736";"2717.0";"48";"18";"86";"AUTOMATIC"
"1663225619375";"00:00:43.052";"41995608";"2728.0";"48";"60";"86";"AUTOMATIC"
"1663225620376";"00:00:44.053";"26618912";"2714.0";"48";"60";"86";"AUTOMATIC"
"1663225621377";"00:00:45.054";"38309728";"2725.0";"48";"60";"86";"AUTOMATIC"
"1663225622380";"00:00:46.057";"25517520";"2713.0";"48";"100";"86";"AUTOMATIC"
"1663225623381";"00:00:47.058";"37238752";"2724.0";"48";"60";"86";"AUTOMATIC"
"1663225624383";"00:00:48.060";"49075056";"2735.0";"48";"39";"86";"AUTOMATIC"
"1663225625384";"00:00:49.061";"32540272";"2719.0";"48";"60";"86";"AUTOMATIC"
"1663225626385";"00:00:50.062";"44331840";"2730.0";"48";"60";"86";"AUTOMATIC"
"1663225627386";"00:00:51.063";"28925864";"2716.0";"48";"60";"86";"AUTOMATIC"
"1663225628387";"00:00:52.064";"40690792";"2727.0";"48";"60";"86";"AUTOMATIC"
"1663225629388";"00:00:53.065";"28247616";"2716.0";"48";"60";"86";"AUTOMATIC"
"1663225630388";"00:00:54.065";"38745248";"2726.0";"48";"60";"86";"AUTOMATIC"
"1663225631389";"00:00:55.066";"50227232";"2736.0";"48";"60";"86";"AUTOMATIC"
"1663225632390";"00:00:56.067";"34672408";"2722.0";"48";"60";"86";"AUTOMATIC"
"1663225633391";"00:00:57.068";"46414520";"2733.0";"48";"60";"86";"AUTOMATIC"
"1663225634391";"00:00:58.068";"30940808";"2719.0";"48";"60";"86";"AUTOMATIC"
"1663225635392";"00:00:59.069";"42750808";"2730.0";"48";"60";"86";"AUTOMATIC"
"1663225636393";"00:01:00.070";"29480224";"2718.0";"48";"62";"86";"AUTOMATIC"
"1663225637393";"00:01:01.070";"40922368";"2728.0";"48";"60";"86";"AUTOMATIC"
"1663225638394";"00:01:02.071";"26845176";"2715.0";"48";"60";"86";"AUTOMATIC"
"1663225639395";"00:01:03.072";"38585960";"2726.0";"48";"60";"86";"AUTOMATIC"
"1663225640396";"00:01:04.073";"25858960";"2715.0";"48";"60";"86";"AUTOMATIC"
"1663225641397";"00:01:05.074";"37556720";"2726.0";"48";"60";"86";"AUTOMATIC"
"1663225642398";"00:01:06.075";"24547704";"2713.0";"48";"60";"86";"AUTOMATIC"
