"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663222595920";"00:00:00.006";"19772432";"2836.0";"50";"78";"89";"AUTOMATIC"
"1663222596923";"00:00:01.009";"20438768";"2838.0";"50";"18";"89";"AUTOMATIC"
"1663222597921";"00:00:02.007";"20471632";"2838.0";"50";"23";"89";"AUTOMATIC"
"1663222598923";"00:00:03.009";"20504496";"2838.0";"50";"18";"89";"AUTOMATIC"
"1663222599924";"00:00:04.010";"20537360";"2838.0";"50";"20";"89";"AUTOMATIC"
"1663222600926";"00:00:05.012";"20570224";"2838.0";"50";"18";"89";"AUTOMATIC"
"1663222601927";"00:00:06.013";"22961136";"2839.0";"50";"60";"89";"AUTOMATIC"
"1663222602928";"00:00:07.014";"26213232";"2842.0";"50";"60";"89";"AUTOMATIC"
"1663222603928";"00:00:08.014";"29664480";"2845.0";"50";"60";"89";"AUTOMATIC"
"1663222604929";"00:00:09.015";"33165040";"2849.0";"50";"60";"89";"AUTOMATIC"
"1663222605930";"00:00:10.016";"13477208";"2830.0";"50";"60";"89";"AUTOMATIC"
"1663222606932";"00:00:11.018";"16978248";"2834.0";"50";"60";"89";"AUTOMATIC"
"1663222607935";"00:00:12.021";"9535032";"2827.0";"50";"60";"89";"AUTOMATIC"
"1663222608937";"00:00:13.023";"13019320";"2830.0";"50";"60";"89";"AUTOMATIC"
"1663222609937";"00:00:14.023";"16520264";"2833.0";"50";"60";"89";"AUTOMATIC"
"1663222610938";"00:00:15.024";"10502056";"2828.0";"50";"60";"89";"AUTOMATIC"
"1663222611939";"00:00:16.025";"14003032";"2831.0";"50";"60";"89";"AUTOMATIC"
"1663222612940";"00:00:17.026";"17487496";"2834.0";"50";"60";"89";"AUTOMATIC"
"1663222613941";"00:00:18.027";"11499408";"2829.0";"50";"60";"89";"AUTOMATIC"
"1663222614942";"00:00:19.028";"14983936";"2832.0";"50";"60";"89";"AUTOMATIC"
"1663222615943";"00:00:20.029";"18501232";"2835.0";"50";"60";"89";"AUTOMATIC"
"1663222616943";"00:00:21.029";"12379224";"2831.0";"50";"100";"89";"AUTOMATIC"
"1663222617945";"00:00:22.031";"15830600";"2833.0";"50";"60";"89";"AUTOMATIC"
"1663222618945";"00:00:23.031";"9739088";"2828.0";"50";"60";"89";"AUTOMATIC"
"1663222619946";"00:00:24.032";"13190320";"2832.0";"50";"60";"89";"AUTOMATIC"
"1663222620947";"00:00:25.033";"18090464";"2837.0";"50";"60";"89";"AUTOMATIC"
"1663222621947";"00:00:26.033";"11982536";"2832.0";"50";"60";"89";"AUTOMATIC"
"1663222622948";"00:00:27.034";"15417192";"2834.0";"50";"60";"89";"AUTOMATIC"
"1663222623949";"00:00:28.035";"18884712";"2838.0";"50";"60";"89";"AUTOMATIC"
"1663222624950";"00:00:29.036";"12710560";"2833.0";"50";"60";"89";"AUTOMATIC"
"1663222625951";"00:00:30.037";"16161664";"2836.0";"50";"60";"89";"AUTOMATIC"
"1663222626952";"00:00:31.038";"10209624";"2830.0";"50";"60";"89";"AUTOMATIC"
"1663222627953";"00:00:32.039";"13693720";"2833.0";"50";"60";"89";"AUTOMATIC"
"1663222628953";"00:00:33.039";"17128360";"2837.0";"50";"60";"89";"AUTOMATIC"
"1663222629954";"00:00:34.040";"11039792";"2832.0";"50";"60";"89";"AUTOMATIC"
"1663222630956";"00:00:35.042";"14507456";"2835.0";"50";"60";"89";"AUTOMATIC"
"1663222631956";"00:00:36.042";"17942240";"2838.0";"50";"60";"89";"AUTOMATIC"
"1663222632957";"00:00:37.043";"11722536";"2832.0";"50";"60";"89";"AUTOMATIC"
"1663222633958";"00:00:38.044";"15190088";"2835.0";"50";"60";"89";"AUTOMATIC"
"1663222634959";"00:00:39.045";"18641400";"2839.0";"50";"60";"89";"AUTOMATIC"
"1663222635959";"00:00:40.045";"12402976";"2821.0";"50";"100";"89";"AUTOMATIC"
"1663222636960";"00:00:41.046";"15854112";"2824.0";"50";"60";"89";"AUTOMATIC"
"1663222637960";"00:00:42.046";"9729656";"2819.0";"50";"76";"89";"AUTOMATIC"
"1663222638961";"00:00:43.047";"13180760";"2822.0";"50";"60";"89";"AUTOMATIC"
"1663222639961";"00:00:44.047";"18593800";"2827.0";"50";"60";"89";"AUTOMATIC"
"1663222640962";"00:00:45.048";"12416360";"2822.0";"50";"60";"89";"AUTOMATIC"
"1663222641963";"00:00:46.049";"15851064";"2825.0";"50";"60";"89";"AUTOMATIC"
"1663222642964";"00:00:47.050";"9743528";"2819.0";"50";"60";"89";"AUTOMATIC"
"1663222643965";"00:00:48.051";"13211048";"2823.0";"50";"60";"89";"AUTOMATIC"
"1663222644966";"00:00:49.052";"16645736";"2826.0";"50";"60";"89";"AUTOMATIC"
"1663222645967";"00:00:50.053";"10422720";"2820.0";"50";"60";"89";"AUTOMATIC"
"1663222646968";"00:00:51.054";"13906768";"2824.0";"50";"60";"89";"AUTOMATIC"
"1663222647969";"00:00:52.055";"17324992";"2827.0";"50";"60";"89";"AUTOMATIC"
"1663222648969";"00:00:53.055";"11072152";"2821.0";"50";"60";"89";"AUTOMATIC"
"1663222649970";"00:00:54.056";"14523336";"2824.0";"50";"60";"89";"AUTOMATIC"
"1663222650970";"00:00:55.056";"17958056";"2827.0";"50";"60";"89";"AUTOMATIC"
"1663222651971";"00:00:56.057";"11885648";"2822.0";"50";"60";"89";"AUTOMATIC"
"1663222652972";"00:00:57.058";"15353168";"2825.0";"50";"60";"89";"AUTOMATIC"
"1663222653972";"00:00:58.058";"18787920";"2828.0";"50";"60";"89";"AUTOMATIC"
"1663222654973";"00:00:59.059";"12765400";"2823.0";"50";"60";"89";"AUTOMATIC"
"1663222655975";"00:01:00.061";"16232936";"2826.0";"50";"60";"89";"AUTOMATIC"
"1663222656976";"00:01:01.062";"10224680";"2821.0";"50";"60";"89";"AUTOMATIC"
"1663222657976";"00:01:02.062";"13659368";"2824.0";"50";"60";"89";"AUTOMATIC"
"1663222658977";"00:01:03.063";"18419496";"2828.0";"50";"60";"89";"AUTOMATIC"
