"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663223995225";"00:00:00.007";"40865792";"2818.0";"50";"74";"84";"AUTOMATIC"
"1663223996227";"00:00:01.009";"41380272";"2819.0";"50";"18";"84";"AUTOMATIC"
"1663223997228";"00:00:02.010";"47183888";"2825.0";"50";"60";"84";"AUTOMATIC"
"1663223998228";"00:00:03.010";"28386000";"2807.0";"50";"60";"84";"AUTOMATIC"
"1663223999229";"00:00:04.011";"40360336";"2818.0";"50";"60";"84";"AUTOMATIC"
"1663224000230";"00:00:05.012";"52120768";"2829.0";"50";"60";"84";"AUTOMATIC"
"1663224001231";"00:00:06.013";"35771528";"2814.0";"50";"60";"84";"AUTOMATIC"
"1663224002232";"00:00:07.014";"47377272";"2825.0";"50";"47";"84";"AUTOMATIC"
"1663224003233";"00:00:08.015";"33377392";"2813.0";"50";"60";"84";"AUTOMATIC"
"1663224004233";"00:00:09.015";"45285088";"2824.0";"50";"60";"84";"AUTOMATIC"
"1663224005234";"00:00:10.016";"32024952";"2812.0";"50";"60";"84";"AUTOMATIC"
"1663224006235";"00:00:11.017";"43901256";"2823.0";"50";"60";"84";"AUTOMATIC"
"1663224007236";"00:00:12.018";"31386592";"2811.0";"50";"60";"84";"AUTOMATIC"
"1663224008239";"00:00:13.021";"40546576";"2820.0";"50";"18";"84";"AUTOMATIC"
"1663224009239";"00:00:14.021";"27458920";"2807.0";"50";"60";"84";"AUTOMATIC"
"1663224010239";"00:00:15.021";"39379544";"2819.0";"50";"60";"84";"AUTOMATIC"
"1663224011240";"00:00:16.022";"26453520";"2807.0";"50";"60";"84";"AUTOMATIC"
"1663224012240";"00:00:17.022";"38377888";"2818.0";"50";"60";"84";"AUTOMATIC"
"1663224013242";"00:00:18.024";"50275328";"2828.0";"50";"60";"84";"AUTOMATIC"
"1663224014242";"00:00:19.024";"33342160";"2813.0";"50";"60";"84";"AUTOMATIC"
