"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663225556237";"00:00:00.012";"43241600";"2337.0";"41";"74";"97";"AUTOMATIC"
"1663225557236";"00:00:01.011";"7381888";"2304.0";"40";"17";"97";"AUTOMATIC"
"1663225558237";"00:00:02.012";"7388968";"2304.0";"40";"17";"97";"AUTOMATIC"
"1663225559240";"00:00:03.015";"7396048";"2304.0";"40";"17";"97";"AUTOMATIC"
"1663225560242";"00:00:04.017";"7403128";"2304.0";"40";"17";"97";"AUTOMATIC"
"1663225561244";"00:00:05.019";"7410208";"2304.0";"40";"17";"97";"AUTOMATIC"
"1663225562246";"00:00:06.021";"7417288";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225563247";"00:00:07.022";"7424368";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225564249";"00:00:08.024";"7431448";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225565251";"00:00:09.026";"7438528";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225566253";"00:00:10.028";"7445608";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225567256";"00:00:11.031";"7452688";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225568257";"00:00:12.032";"7459768";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225569259";"00:00:13.034";"7466848";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225570261";"00:00:14.036";"7473928";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225571264";"00:00:15.039";"7481008";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663225572264";"00:00:16.039";"11704328";"2309.0";"40";"48";"97";"AUTOMATIC"
"1663225573265";"00:00:17.040";"14052800";"2311.0";"40";"48";"97";"AUTOMATIC"
"1663225574265";"00:00:18.040";"9096200";"2307.0";"40";"48";"97";"AUTOMATIC"
"1663225575268";"00:00:19.043";"8980472";"2307.0";"40";"17";"97";"AUTOMATIC"
"1663225576270";"00:00:20.045";"8987552";"2307.0";"40";"17";"97";"AUTOMATIC"
"1663225577272";"00:00:21.047";"8994632";"2307.0";"40";"17";"97";"AUTOMATIC"
"1663225578272";"00:00:22.047";"7581648";"2306.0";"40";"48";"97";"AUTOMATIC"
"1663225579273";"00:00:23.048";"9614760";"2308.0";"40";"48";"97";"AUTOMATIC"
"1663225580273";"00:00:24.048";"11855224";"2310.0";"40";"48";"97";"AUTOMATIC"
"1663225581275";"00:00:25.050";"11136808";"2310.0";"40";"17";"97";"AUTOMATIC"
"1663225582277";"00:00:26.052";"11160272";"2310.0";"40";"17";"97";"AUTOMATIC"
"1663225583279";"00:00:27.054";"11167352";"2310.0";"40";"50";"97";"AUTOMATIC"
"1663225584279";"00:00:28.054";"10442672";"2309.0";"40";"48";"97";"AUTOMATIC"
"1663225585280";"00:00:29.055";"12581320";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663225586281";"00:00:30.056";"7481232";"2308.0";"40";"48";"97";"AUTOMATIC"
"1663225587286";"00:00:31.061";"13364960";"2314.0";"41";"17";"97";"AUTOMATIC"
"1663225588287";"00:00:32.062";"13388424";"2317.0";"41";"17";"97";"AUTOMATIC"
"1663225589290";"00:00:33.065";"13395504";"2317.0";"41";"17";"97";"AUTOMATIC"
"1663225590290";"00:00:34.065";"11887592";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663225591291";"00:00:35.066";"13870056";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663225592292";"00:00:36.067";"8800288";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663225593296";"00:00:37.071";"8304784";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663225594298";"00:00:38.073";"8328248";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663225595301";"00:00:39.076";"8335328";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663225596302";"00:00:40.077";"12551464";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663225597303";"00:00:41.078";"14627128";"2319.0";"41";"48";"97";"AUTOMATIC"
"1663225598303";"00:00:42.078";"9453432";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663225599306";"00:00:43.081";"10439016";"2316.0";"41";"50";"97";"AUTOMATIC"
"1663225600309";"00:00:44.084";"10462528";"2312.0";"40";"17";"97";"AUTOMATIC"
"1663225601313";"00:00:45.088";"10469608";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663225602313";"00:00:46.088";"7956368";"2310.0";"40";"48";"97";"AUTOMATIC"
"1663225603314";"00:00:47.089";"9952544";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663225604315";"00:00:48.090";"12175984";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663225605320";"00:00:49.095";"12541920";"2315.0";"41";"17";"97";"AUTOMATIC"
"1663225606323";"00:00:50.098";"12565384";"2315.0";"41";"17";"97";"AUTOMATIC"
"1663225607325";"00:00:51.100";"12572464";"2315.0";"41";"17";"97";"AUTOMATIC"
"1663225608325";"00:00:52.100";"11666592";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663225609326";"00:00:53.101";"13857144";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663225610327";"00:00:54.102";"8740048";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663225611331";"00:00:55.106";"7457456";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663225612333";"00:00:56.108";"7464536";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663225613336";"00:00:57.111";"7471616";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663225614336";"00:00:58.111";"14181840";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663225615337";"00:00:59.112";"8891704";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663225616338";"00:01:00.113";"11080664";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663225617342";"00:01:01.117";"9512920";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663225618344";"00:01:02.119";"9536384";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663225619347";"00:01:03.122";"9543464";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663225620347";"00:01:04.122";"10583096";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663225621348";"00:01:05.123";"12648024";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663225622349";"00:01:06.124";"7564912";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663225623352";"00:01:07.127";"11615776";"2316.0";"41";"17";"97";"AUTOMATIC"
"1663225624353";"00:01:08.128";"11622856";"2316.0";"41";"17";"97";"AUTOMATIC"
"1663225625354";"00:01:09.129";"12236832";"2316.0";"41";"38";"97";"AUTOMATIC"
"1663225626355";"00:01:10.130";"13855816";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663225627356";"00:01:11.131";"8755496";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663225628357";"00:01:12.132";"10944584";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663225629359";"00:01:13.134";"13828744";"2318.0";"41";"69";"97";"AUTOMATIC"
"1663225630363";"00:01:14.138";"13852256";"2318.0";"41";"17";"97";"AUTOMATIC"
"1663225631363";"00:01:15.138";"8416376";"2313.0";"40";"46";"97";"AUTOMATIC"
"1663225632364";"00:01:16.139";"10435328";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663225633365";"00:01:17.140";"12606032";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663225634366";"00:01:18.141";"7456040";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663225635367";"00:01:19.142";"8855608";"2314.0";"41";"27";"97";"AUTOMATIC"
"1663225636369";"00:01:20.144";"8862688";"2314.0";"41";"17";"97";"AUTOMATIC"
"1663225637370";"00:01:21.145";"12744680";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663225638371";"00:01:22.146";"14781528";"2320.0";"41";"48";"97";"AUTOMATIC"
"1663225639371";"00:01:23.146";"8268968";"2323.0";"41";"100";"97";"AUTOMATIC"
"1663225640372";"00:01:24.147";"9901344";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663225641373";"00:01:25.148";"10750320";"2322.0";"41";"27";"97";"AUTOMATIC"
"1663225642376";"00:01:26.151";"10757400";"2306.0";"40";"17";"97";"AUTOMATIC"
"1663225643376";"00:01:27.151";"8221120";"2304.0";"40";"48";"97";"AUTOMATIC"
"1663225644377";"00:01:28.152";"10169096";"2305.0";"40";"48";"97";"AUTOMATIC"
"1663225645377";"00:01:29.152";"12326200";"2307.0";"40";"48";"97";"AUTOMATIC"
"1663225646380";"00:01:30.155";"12842168";"2307.0";"40";"17";"97";"AUTOMATIC"
"1663225647383";"00:01:31.158";"12865632";"2307.0";"40";"17";"97";"AUTOMATIC"
"1663225648387";"00:01:32.162";"12872712";"2307.0";"40";"17";"97";"AUTOMATIC"
"1663225649387";"00:01:33.162";"11609080";"2303.0";"40";"48";"97";"AUTOMATIC"
