"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663222595548";"00:00:00.008";"29297960";"2313.0";"40";"79";"97";"AUTOMATIC"
"1663222596548";"00:00:01.008";"30267552";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663222597549";"00:00:02.009";"21951064";"2309.0";"40";"60";"97";"AUTOMATIC"
"1663222598549";"00:00:03.009";"25054168";"2311.0";"40";"48";"97";"AUTOMATIC"
"1663222599550";"00:00:04.010";"28157368";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222600551";"00:00:05.011";"31276984";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222601552";"00:00:06.012";"22574336";"2310.0";"40";"48";"97";"AUTOMATIC"
"1663222602553";"00:00:07.013";"25710480";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663222603554";"00:00:08.014";"28813680";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222604555";"00:00:09.015";"31916848";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222605556";"00:00:10.016";"23247192";"2310.0";"40";"48";"97";"AUTOMATIC"
"1663222606558";"00:00:11.018";"24660200";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222607562";"00:00:12.022";"24667280";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222608565";"00:00:13.025";"24674360";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222609567";"00:00:14.027";"24681440";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222610571";"00:00:15.031";"24688520";"2312.0";"40";"17";"97";"AUTOMATIC"
"1663222611575";"00:00:16.035";"24695600";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222612579";"00:00:17.039";"24702680";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222613580";"00:00:18.040";"24709760";"2312.0";"40";"17";"97";"AUTOMATIC"
"1663222614583";"00:00:19.043";"24716840";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222615583";"00:00:20.043";"26413088";"2312.0";"40";"38";"97";"AUTOMATIC"
"1663222616584";"00:00:21.044";"29387008";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663222617585";"00:00:22.045";"32473520";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222618585";"00:00:23.045";"23941928";"2311.0";"40";"48";"97";"AUTOMATIC"
"1663222619586";"00:00:24.046";"27028376";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222620587";"00:00:25.047";"30114744";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222621588";"00:00:26.048";"21576072";"2309.0";"40";"48";"97";"AUTOMATIC"
"1663222622589";"00:00:27.049";"24662344";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663222623590";"00:00:28.050";"27748888";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663222624591";"00:00:29.051";"30851848";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222625596";"00:00:30.056";"21571056";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222626599";"00:00:31.059";"21594520";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222627603";"00:00:32.063";"21601600";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222628606";"00:00:33.066";"21608680";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222629611";"00:00:34.071";"21615792";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222630613";"00:00:35.073";"21622904";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222631617";"00:00:36.077";"21630016";"2310.0";"40";"17";"97";"AUTOMATIC"
"1663222632619";"00:00:37.079";"21637112";"2310.0";"40";"17";"97";"AUTOMATIC"
"1663222633623";"00:00:38.083";"21644192";"2310.0";"40";"17";"97";"AUTOMATIC"
"1663222634627";"00:00:39.087";"23234216";"2311.0";"40";"31";"97";"AUTOMATIC"
"1663222635624";"00:00:40.084";"26025992";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222636625";"00:00:41.085";"29112664";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222637625";"00:00:42.085";"32182488";"2320.0";"41";"48";"97";"AUTOMATIC"
"1663222638626";"00:00:43.086";"23854616";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663222639627";"00:00:44.087";"26941096";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663222640628";"00:00:45.088";"30011048";"2319.0";"41";"48";"97";"AUTOMATIC"
"1663222641629";"00:00:46.089";"21721160";"2311.0";"40";"48";"97";"AUTOMATIC"
"1663222642630";"00:00:47.090";"24824136";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222643631";"00:00:48.091";"27910712";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222644633";"00:00:49.093";"30485112";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222645635";"00:00:50.095";"30492192";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222646638";"00:00:51.098";"30499272";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222647640";"00:00:52.100";"30506352";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222648644";"00:00:53.104";"30513432";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222649647";"00:00:54.107";"30520512";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222650649";"00:00:55.109";"30527592";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222651651";"00:00:56.111";"30534672";"2321.0";"41";"17";"97";"AUTOMATIC"
"1663222652653";"00:00:57.113";"30541752";"2321.0";"41";"17";"97";"AUTOMATIC"
"1663222653654";"00:00:58.114";"30548832";"2321.0";"41";"17";"97";"AUTOMATIC"
"1663222654655";"00:00:59.115";"22840200";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663222655656";"00:01:00.116";"25943128";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663222656657";"00:01:01.117";"29029640";"2319.0";"41";"48";"97";"AUTOMATIC"
"1663222657658";"00:01:02.118";"32116184";"2322.0";"41";"48";"97";"AUTOMATIC"
"1663222658659";"00:01:03.119";"24011960";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663222659660";"00:01:04.120";"27082056";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222660661";"00:01:05.121";"30184984";"2320.0";"41";"48";"97";"AUTOMATIC"
"1663222661662";"00:01:06.122";"22061224";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663222662663";"00:01:07.123";"25163992";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663222663664";"00:01:08.124";"28267032";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222664674";"00:01:09.134";"28624944";"2319.0";"41";"27";"97";"AUTOMATIC"
